S.N.,Open,High,Low,Close,Change,Per Change (%),Turnover,Date
2196,"1,383.85","1,383.85","1,383.85","1,383.85",1.43,0.10,0.00,2016-04-11
2197,"1,382.42","1,382.42","1,382.42","1,382.42",5.00,0.36,0.00,2016-04-10
2198,"1,377.42","1,377.42","1,377.42","1,377.42",2.16,0.16,0.00,2016-04-06
2199,"1,375.26","1,375.26","1,375.26","1,375.26",12.73,0.93,0.00,2016-04-05
2200,"1,362.53","1,362.53","1,362.53","1,362.53",10.99,0.81,0.00,2016-04-04
2201,"1,351.54","1,351.54","1,351.54","1,351.54",-3.94,-0.29,0.00,2016-04-03
2202,"1,355.48","1,355.48","1,355.48","1,355.48",-7.50,-0.55,0.00,2016-03-31
2203,"1,362.98","1,362.98","1,362.98","1,362.98",-11.77,-0.86,0.00,2016-03-30
2204,"1,370.04","1,370.04","1,370.04","1,370.04",-4.71,-0.34,0.00,2016-03-29
2205,"1,374.75","1,374.75","1,374.75","1,374.75",-2.58,-0.19,0.00,2016-03-28
2206,"1,377.33","1,377.33","1,377.33","1,377.33",20.19,1.49,0.00,2016-03-27
2207,"1,357.14","1,357.14","1,357.14","1,357.14",11.61,0.86,0.00,2016-03-24
2208,"1,345.53","1,345.53","1,345.53","1,345.53",3.46,0.26,0.00,2016-03-23
2209,"1,342.07","1,342.07","1,342.07","1,342.07",-1.86,-0.14,0.00,2016-03-21
2210,"1,343.93","1,343.93","1,343.93","1,343.93",17.40,1.31,0.00,2016-03-20
2211,"1,326.53","1,326.53","1,326.53","1,326.53",10.76,0.82,0.00,2016-03-17
2212,"1,315.77","1,315.77","1,315.77","1,315.77",2.92,0.22,0.00,2016-03-16
2213,"1,312.85","1,312.85","1,312.85","1,312.85",0.65,0.05,0.00,2016-03-15
2214,"1,312.20","1,312.20","1,312.20","1,312.20",-6.68,-0.51,0.00,2016-03-14
2215,"1,318.88","1,318.88","1,318.88","1,318.88",0.85,0.06,0.00,2016-03-13
2216,"1,318.03","1,318.03","1,318.03","1,318.03",11.49,0.88,0.00,2016-03-10
2217,"1,306.54","1,306.54","1,306.54","1,306.54",5.78,0.44,0.00,2016-03-06
2218,"1,300.76","1,300.76","1,300.76","1,300.76",4.98,0.38,0.00,2016-03-03
2219,"1,295.78","1,295.78","1,295.78","1,295.78",6.26,0.49,0.00,2016-03-02
2220,"1,289.52","1,289.52","1,289.52","1,289.52",5.58,0.43,0.00,2016-03-01
2221,"1,283.94","1,283.94","1,283.94","1,283.94",0.27,0.02,0.00,2016-02-29
2222,"1,283.67","1,283.67","1,283.67","1,283.67",0.15,0.01,0.00,2016-02-28
2223,"1,283.52","1,283.52","1,283.52","1,283.52",3.62,0.28,0.00,2016-02-25
2224,"1,279.90","1,279.90","1,279.90","1,279.90",-6.03,-0.47,0.00,2016-02-24
2225,"1,285.93","1,285.93","1,285.93","1,285.93",-5.88,-0.46,0.00,2016-02-23
2226,"1,291.81","1,291.81","1,291.81","1,291.81",12.89,1.01,0.00,2016-02-22
2227,"1,278.92","1,278.92","1,278.92","1,278.92",5.64,0.44,0.00,2016-02-21
2228,"1,273.28","1,273.28","1,273.28","1,273.28",7.20,0.57,0.00,2016-02-18
2229,"1,266.08","1,266.08","1,266.08","1,266.08",8.74,0.70,0.00,2016-02-17
2230,"1,257.34","1,257.34","1,257.34","1,257.34",-0.89,-0.07,0.00,2016-02-16
2231,"1,258.23","1,258.23","1,258.23","1,258.23",-1.12,-0.09,0.00,2016-02-15
2232,"1,259.35","1,259.35","1,259.35","1,259.35",-4.37,-0.35,0.00,2016-02-14
2233,"1,263.72","1,263.72","1,263.72","1,263.72",-0.03,0.00,0.00,2016-02-11
2234,"1,263.75","1,263.75","1,263.75","1,263.75",0.93,0.07,0.00,2016-02-08
2235,"1,262.82","1,262.82","1,262.82","1,262.82",11.40,0.91,0.00,2016-02-07
2236,"1,251.42","1,251.42","1,251.42","1,251.42",9.29,0.75,0.00,2016-02-04
2237,"1,242.13","1,242.13","1,242.13","1,242.13",2.06,0.17,0.00,2016-02-03
2238,"1,240.07","1,240.07","1,240.07","1,240.07",2.05,0.17,0.00,2016-02-02
2239,"1,238.02","1,238.02","1,238.02","1,238.02",17.32,1.42,0.00,2016-02-01
2240,"1,220.70","1,220.70","1,220.70","1,220.70",4.59,0.38,0.00,2016-01-31
2241,"1,216.11","1,216.11","1,216.11","1,216.11",-0.85,-0.07,0.00,2016-01-28
2242,"1,216.96","1,216.96","1,216.96","1,216.96",-1.43,-0.12,0.00,2016-01-27
2243,"1,218.39","1,218.39","1,218.39","1,218.39",-4.04,-0.33,0.00,2016-01-26
2244,"1,222.43","1,222.43","1,222.43","1,222.43",2.81,0.23,0.00,2016-01-25
2245,"1,219.62","1,219.62","1,219.62","1,219.62",7.30,0.60,0.00,2016-01-24
2246,"1,212.32","1,212.32","1,212.32","1,212.32",-1.25,-0.10,0.00,2016-01-21
2247,"1,213.57","1,213.57","1,213.57","1,213.57",-0.14,-0.01,0.00,2016-01-20
2248,"1,213.71","1,213.71","1,213.71","1,213.71",-0.60,-0.05,0.00,2016-01-19
2249,"1,214.31","1,214.31","1,214.31","1,214.31",2.31,0.19,0.00,2016-01-18
2250,"1,212.00","1,212.00","1,212.00","1,212.00",21.84,1.84,0.00,2016-01-17
2251,"1,190.16","1,190.16","1,190.16","1,190.16",9.18,0.78,0.00,2016-01-14
2252,"1,180.98","1,180.98","1,180.98","1,180.98",7.38,0.63,0.00,2016-01-13
2253,"1,173.60","1,173.60","1,173.60","1,173.60",4.79,0.41,0.00,2016-01-12
2254,"1,168.81","1,168.81","1,168.81","1,168.81",1.63,0.14,0.00,2016-01-11
2255,"1,167.18","1,167.18","1,167.18","1,167.18",3.04,0.26,0.00,2016-01-10
2256,"1,164.14","1,164.14","1,164.14","1,164.14",14.25,1.24,0.00,2016-01-07
2257,"1,149.89","1,149.89","1,149.89","1,149.89",3.12,0.27,0.00,2016-01-06
2258,"1,146.11","1,146.11","1,146.11","1,146.11",-7.85,-0.68,0.00,2016-01-05
2259,"1,154.62","1,154.62","1,154.62","1,154.62",-6.22,-0.54,0.00,2016-01-04
2260,"1,151.38","1,151.38","1,151.38","1,151.38",9.21,0.81,0.00,2015-12-31
2261,"1,142.17","1,142.17","1,142.17","1,142.17",10.22,0.90,0.00,2015-12-29
2262,"1,131.95","1,131.95","1,131.95","1,131.95",-3.52,-0.31,0.00,2015-12-28
2263,"1,135.47","1,135.47","1,135.47","1,135.47",-1.56,-0.14,0.00,2015-12-27
2264,"1,137.03","1,137.03","1,137.03","1,137.03",3.69,0.33,0.00,2015-12-24
2265,"1,133.34","1,133.34","1,133.34","1,133.34",-4.84,-0.43,0.00,2015-12-23
2266,"1,138.18","1,138.18","1,138.18","1,138.18",6.66,0.59,0.00,2015-12-22
2267,"1,131.52","1,131.52","1,131.52","1,131.52",12.57,1.12,0.00,2015-12-21
2268,"1,118.81","1,118.81","1,118.81","1,118.81",8.13,0.73,0.00,2015-12-20
2269,"1,110.68","1,110.68","1,110.68","1,110.68",-5.51,-0.49,0.00,2015-12-17
2270,"1,116.19","1,116.19","1,116.19","1,116.19",-4.83,-0.43,0.00,2015-12-16
2271,"1,121.02","1,121.02","1,121.02","1,121.02",0.84,0.07,0.00,2015-12-15
2272,"1,120.18","1,120.18","1,120.18","1,120.18",1.61,0.14,0.00,2015-12-14
2273,"1,118.57","1,118.57","1,118.57","1,118.57",-0.78,-0.07,0.00,2015-12-13
2274,"1,119.35","1,119.35","1,119.35","1,119.35",-3.44,-0.31,0.00,2015-12-10
2275,"1,122.79","1,122.79","1,122.79","1,122.79",15.56,1.41,0.00,2015-12-09
2276,"1,107.23","1,107.23","1,107.23","1,107.23",-0.71,-0.06,0.00,2015-12-08
2277,"1,107.94","1,107.94","1,107.94","1,107.94",5.10,0.46,0.00,2015-12-07
2278,"1,102.84","1,102.84","1,102.84","1,102.84",29.90,2.79,0.00,2015-12-06
2279,"1,072.94","1,072.94","1,072.94","1,072.94",10.16,0.96,0.00,2015-12-03
2280,"1,062.78","1,062.78","1,062.78","1,062.78",-3.60,-0.34,0.00,2015-12-02
2281,"1,066.38","1,066.38","1,066.38","1,066.38",32.26,3.12,0.00,2015-12-01
2282,"1,034.12","1,034.12","1,034.12","1,034.12",11.35,1.11,0.00,2015-11-30
2283,"1,022.77","1,022.77","1,022.77","1,022.77",-21.24,-2.03,0.00,2015-11-29
2284,"1,044.01","1,044.01","1,044.01","1,044.01",-12.41,-1.17,0.00,2015-11-26
2285,"1,056.42","1,056.42","1,056.42","1,056.42",-10.27,-0.96,0.00,2015-11-25
2286,"1,066.69","1,066.69","1,066.69","1,066.69",-9.11,-0.85,0.00,2015-11-24
2287,"1,075.80","1,075.80","1,075.80","1,075.80",4.42,0.41,0.00,2015-11-23
2288,"1,071.38","1,071.38","1,071.38","1,071.38",-23.19,-2.12,0.00,2015-11-22
2289,"1,094.57","1,094.57","1,094.57","1,094.57",-4.68,-0.43,0.00,2015-11-19
2290,"1,099.25","1,099.25","1,099.25","1,099.25",5.07,0.46,0.00,2015-11-18
2291,"1,094.18","1,094.18","1,094.18","1,094.18",-5.91,-0.54,0.00,2015-11-16
2292,"1,100.09","1,100.09","1,100.09","1,100.09",-9.20,-0.83,0.00,2015-11-15
2293,"1,109.29","1,109.29","1,109.29","1,109.29",1.86,0.17,0.00,2015-11-10
2294,"1,107.43","1,107.43","1,107.43","1,107.43",20.86,1.92,0.00,2015-11-09
2295,"1,086.57","1,086.57","1,086.57","1,086.57",-4.11,-0.38,0.00,2015-11-08
2296,"1,090.68","1,090.68","1,090.68","1,090.68",-1.62,-0.15,0.00,2015-11-05
2297,"1,092.30","1,092.30","1,092.30","1,092.30",6.43,0.59,0.00,2015-11-04
2298,"1,085.87","1,085.87","1,085.87","1,085.87",-5.96,-0.55,0.00,2015-11-03
2299,"1,091.83","1,091.83","1,091.83","1,091.83",3.53,0.32,0.00,2015-11-02
2300,"1,088.30","1,088.30","1,088.30","1,088.30",-3.74,-0.34,0.00,2015-11-01
2301,"1,092.04","1,092.04","1,092.04","1,092.04",7.67,0.71,0.00,2015-10-29
2302,"1,084.37","1,084.37","1,084.37","1,084.37",-7.36,-0.67,0.00,2015-10-28
2303,"1,091.73","1,091.73","1,091.73","1,091.73",-29.32,-2.62,0.00,2015-10-27
2304,"1,121.05","1,121.05","1,121.05","1,121.05",-6.37,-0.56,0.00,2015-10-25
2305,"1,127.42","1,127.42","1,127.42","1,127.42",7.59,0.68,0.00,2015-10-19
2306,"1,119.83","1,119.83","1,119.83","1,119.83",-14.64,-1.29,0.00,2015-10-18
2307,"1,134.47","1,134.47","1,134.47","1,134.47",-0.62,-0.05,0.00,2015-10-15
2308,"1,135.09","1,135.09","1,135.09","1,135.09",-8.79,-0.77,0.00,2015-10-14
2309,"1,143.88","1,143.88","1,143.88","1,143.88",-18.18,-1.56,0.00,2015-10-11
2310,"1,162.06","1,162.06","1,162.06","1,162.06",12.61,1.10,0.00,2015-10-08
2311,"1,149.45","1,149.45","1,149.45","1,149.45",-9.34,-0.81,0.00,2015-10-07
2312,"1,158.79","1,158.79","1,158.79","1,158.79",-12.48,-1.07,0.00,2015-10-06
2313,"1,171.27","1,171.27","1,171.27","1,171.27",-12.21,-1.03,0.00,2015-10-05
2314,"1,183.48","1,183.48","1,183.48","1,183.48",4.74,0.40,0.00,2015-10-04
2315,"1,178.74","1,178.74","1,178.74","1,178.74",-2.54,-0.22,0.00,2015-10-01
2316,"1,181.28","1,181.28","1,181.28","1,181.28",11.98,1.02,0.00,2015-09-30
2317,"1,169.30","1,169.30","1,169.30","1,169.30",9.21,0.79,0.00,2015-09-29
2318,"1,160.09","1,160.09","1,160.09","1,160.09",-16.77,-1.42,0.00,2015-09-28
2319,"1,176.86","1,176.86","1,176.86","1,176.86",-6.50,-0.55,0.00,2015-09-24
2320,"1,183.36","1,183.36","1,183.36","1,183.36",27.28,2.35,0.00,2015-09-23
2321,"1,156.08","1,156.08","1,156.08","1,156.08",-39.94,-3.34,0.00,2015-09-22
2322,"1,196.02","1,196.02","1,196.02","1,196.02",-6.79,-0.56,0.00,2015-09-17
2323,"1,202.81","1,202.81","1,202.81","1,202.81",-3.03,-0.25,0.00,2015-09-16
2324,"1,205.84","1,205.84","1,205.84","1,205.84",11.73,0.98,0.00,2015-09-15
2325,"1,194.00","1,194.00","1,194.00","1,194.00",10.18,0.86,0.00,2015-09-14
2326,"1,184.00","1,184.00","1,184.00","1,184.00",15.22,1.30,0.00,2015-09-13
2327,"1,169.00","1,169.00","1,169.00","1,169.00",-4.45,-0.38,0.00,2015-09-10
2328,"1,173.00","1,173.00","1,173.00","1,173.00",-1.53,-0.13,0.00,2015-09-09
2329,"1,175.00","1,175.00","1,175.00","1,175.00",3.72,0.32,0.00,2015-09-08
2330,"1,171.00","1,171.00","1,171.00","1,171.00",4.28,0.37,0.00,2015-09-07
2331,"1,167.00","1,167.00","1,167.00","1,167.00",-2.71,-0.23,0.00,2015-09-06
2332,"1,169.00","1,169.00","1,169.00","1,169.00",-6.86,-0.58,0.00,2015-09-03
2333,"1,176.00","1,176.00","1,176.00","1,176.00",-15.08,-1.27,0.00,2015-09-02
2334,"1,191.00","1,191.00","1,191.00","1,191.00",-8.81,-0.73,0.00,2015-09-01
2335,"1,200.00","1,200.00","1,200.00","1,200.00",16.46,1.39,0.00,2015-08-31
2336,"1,184.00","1,184.00","1,184.00","1,184.00",8.19,0.70,0.00,2015-08-27
2337,"1,176.00","1,176.00","1,176.00","1,176.00",-5.84,-0.49,0.00,2015-08-26
2338,"1,181.00","1,181.00","1,181.00","1,181.00",-0.34,-0.03,0.00,2015-08-25
2339,"1,182.00","1,182.00","1,182.00","1,182.00",-2.92,-0.25,0.00,2015-08-24
2340,"1,185.00","1,185.00","1,185.00","1,185.00",-16.25,-1.35,0.00,2015-08-23
2341,"1,201.00","1,201.00","1,201.00","1,201.00",9.00,0.76,0.00,2015-08-20
2342,"1,192.00","1,192.00","1,192.00","1,192.00",31.99,2.76,0.00,2015-08-19
2343,"1,160.00","1,160.00","1,160.00","1,160.00",2.33,0.20,0.00,2015-08-18
2344,"1,158.00","1,158.00","1,158.00","1,158.00",45.55,4.10,0.00,2015-08-17
2345,"1,112.00","1,112.00","1,112.00","1,112.00",23.63,2.17,0.00,2015-08-16
2346,"1,088.00","1,088.00","1,088.00","1,088.00",11.23,1.04,0.00,2015-08-13
2347,"1,077.00","1,077.00","1,077.00","1,077.00",-0.59,-0.05,0.00,2015-08-12
2348,"1,078.00","1,078.00","1,078.00","1,078.00",-3.58,-0.38,0.00,2015-08-11
2349,"1,081.00","1,081.00","1,081.00","1,081.00",17.95,1.69,0.00,2015-08-10
2350,"1,063.00","1,063.00","1,063.00","1,063.00",23.05,2.22,0.00,2015-08-09
2351,"1,040.00","1,040.00","1,040.00","1,040.00",6.34,0.61,0.00,2015-08-06
2352,"1,034.00","1,034.00","1,034.00","1,034.00",4.10,0.40,0.00,2015-08-05
2353,"1,030.00","1,030.00","1,030.00","1,030.00",-0.48,-0.05,0.00,2015-08-04
2354,"1,030.00","1,030.00","1,030.00","1,030.00",-3.74,-0.36,0.00,2015-08-03
2355,"1,034.00","1,034.00","1,034.00","1,034.00",6.16,0.60,0.00,2015-08-02
2356,"1,028.00","1,028.00","1,028.00","1,028.00",6.65,0.65,0.00,2015-07-30
2357,"1,021.00","1,021.00","1,021.00","1,021.00",-6.81,-0.66,0.00,2015-07-29
2358,"1,028.00","1,028.00","1,028.00","1,028.00",-18.26,-1.75,0.00,2015-07-28
2359,"1,046.00","1,046.00","1,046.00","1,046.00",-7.55,-0.72,0.00,2015-07-27
2360,"1,054.00","1,054.00","1,054.00","1,054.00",50.57,5.04,0.00,2015-07-26
2361,"1,003.00","1,003.00","1,003.00","1,003.00",40.11,4.16,0.00,2015-07-23
2362,963.00,963.00,963.00,963.00,2.04,0.21,0.00,2015-07-22
2363,961.00,961.00,961.00,961.00,10.51,1.11,0.00,2015-07-16
2364,951.00,951.00,951.00,951.00,4.26,0.45,0.00,2015-07-15
2365,946.00,946.00,946.00,946.00,2.46,0.26,0.00,2015-07-14
2366,944.00,944.00,944.00,944.00,-0.96,-0.10,0.00,2015-07-13
2367,945.00,945.00,945.00,945.00,1.53,0.16,0.00,2015-07-12
2368,943.00,943.00,943.00,943.00,0.27,0.03,0.00,2015-07-09
2369,943.00,943.00,943.00,943.00,1.80,0.19,0.00,2015-07-08
2370,941.00,941.00,941.00,941.00,4.60,0.49,0.00,2015-07-07
2371,937.00,937.00,937.00,937.00,-1.26,-0.13,0.00,2015-07-06
2372,938.00,938.00,938.00,938.00,-0.94,-0.10,0.00,2015-07-05
2373,939.00,939.00,939.00,939.00,-6.82,-0.72,0.00,2015-07-02
2374,946.00,946.00,946.00,946.00,-3.35,-0.35,0.00,2015-07-01
2375,949.00,949.00,949.00,949.00,2.80,0.30,0.00,2015-06-30
2376,946.00,946.00,946.00,946.00,8.33,0.89,0.00,2015-06-29
2377,938.00,938.00,938.00,938.00,7.62,0.82,0.00,2015-06-28
2378,930.00,930.00,930.00,930.00,2.25,0.24,0.00,2015-06-25
2379,928.00,928.00,928.00,928.00,2.04,0.22,0.00,2015-06-24
2380,926.00,926.00,926.00,926.00,3.62,0.39,0.00,2015-06-23
2381,922.00,922.00,922.00,922.00,4.50,0.49,0.00,2015-06-22
2382,918.00,918.00,918.00,918.00,-6.63,-0.72,0.00,2015-06-21
2383,925.00,925.00,925.00,925.00,-3.25,-0.35,0.00,2015-06-18
2384,928.00,928.00,928.00,928.00,-2.85,-0.31,0.00,2015-06-17
2385,931.00,931.00,931.00,931.00,-3.03,-0.32,0.00,2015-06-16
2386,934.00,934.00,934.00,934.00,5.38,0.58,0.00,2015-06-15
2387,928.00,928.00,928.00,928.00,-9.61,-1.02,0.00,2015-06-14
2388,938.00,938.00,938.00,938.00,-17.70,-1.85,0.00,2015-06-11
2389,956.00,956.00,956.00,956.00,-10.93,-1.13,0.00,2015-06-10
2390,967.00,967.00,967.00,967.00,21.10,2.23,0.00,2015-06-09
2391,945.00,945.00,945.00,945.00,14.32,1.54,0.00,2015-06-08
2392,931.00,931.00,931.00,931.00,4.33,0.47,0.00,2015-06-07
2393,927.00,927.00,927.00,927.00,1.35,0.15,0.00,2015-06-04
2394,925.00,925.00,925.00,925.00,23.51,2.61,0.00,2015-06-03
2395,902.00,902.00,902.00,902.00,11.55,1.30,0.00,2015-06-02
2396,890.00,890.00,890.00,890.00,18.49,2.12,0.00,2015-06-01
2397,872.00,872.00,872.00,872.00,29.98,3.56,0.00,2015-05-31
2398,842.00,842.00,842.00,842.00,4.13,0.49,0.00,2015-05-28
2399,838.00,838.00,838.00,838.00,-22.14,-2.57,0.00,2015-05-27
2400,860.00,860.00,860.00,860.00,-20.56,-2.33,0.00,2015-05-26
2401,881.00,881.00,881.00,881.00,-29.29,-3.22,0.00,2015-05-25
2402,910.00,910.00,910.00,910.00,-28.37,-3.02,0.00,2015-05-24
2403,938.00,938.00,938.00,938.00,-3.83,-0.41,0.00,2015-04-23
2404,942.00,942.00,942.00,942.00,-3.10,-0.33,0.00,2015-04-22
2405,945.00,945.00,945.00,945.00,0.14,0.01,0.00,2015-04-21
2406,945.00,945.00,945.00,945.00,-0.72,-0.08,0.00,2015-04-20
2407,946.00,946.00,946.00,946.00,-4.22,-0.44,0.00,2015-04-19
2408,950.00,950.00,950.00,950.00,5.79,0.61,0.00,2015-04-16
2409,944.00,944.00,944.00,944.00,-4.23,-0.45,0.00,2015-04-15
2410,948.00,948.00,948.00,948.00,-3.67,-0.39,0.00,2015-04-13
2411,952.00,952.00,952.00,952.00,5.14,0.54,0.00,2015-04-12
2412,947.00,947.00,947.00,947.00,4.74,0.50,0.00,2015-04-09
2413,942.00,942.00,942.00,942.00,6.62,0.71,0.00,2015-04-08
2414,936.00,936.00,936.00,936.00,-2.59,-0.28,0.00,2015-04-07
2415,938.00,938.00,938.00,938.00,3.87,0.41,0.00,2015-04-06
2416,934.00,934.00,934.00,934.00,-5.84,-0.62,0.00,2015-04-05
2417,940.00,940.00,940.00,940.00,0.55,0.06,0.00,2015-04-02
2418,940.00,940.00,940.00,940.00,-6.20,-0.66,0.00,2015-04-01
2419,946.00,946.00,946.00,946.00,6.64,0.71,0.00,2015-03-31
2420,939.00,939.00,939.00,939.00,-3.20,-0.34,0.00,2015-03-30
2421,942.00,942.00,942.00,942.00,-0.10,-0.01,0.00,2015-03-29
2422,942.00,942.00,942.00,942.00,-8.89,-0.93,0.00,2015-03-26
2423,951.00,951.00,951.00,951.00,-2.55,-0.27,0.00,2015-03-25
2424,954.00,954.00,954.00,954.00,-2.75,-0.29,0.00,2015-03-24
2425,957.00,957.00,957.00,957.00,-7.53,-0.78,0.00,2015-03-23
2426,964.00,964.00,964.00,964.00,-3.50,-0.36,0.00,2015-03-22
2427,968.00,968.00,968.00,968.00,3.38,0.35,0.00,2015-03-19
2428,964.00,964.00,964.00,964.00,0.78,0.08,0.00,2015-03-18
2429,963.00,963.00,963.00,963.00,4.32,0.45,0.00,2015-03-17
2430,959.00,959.00,959.00,959.00,-11.54,-1.19,0.00,2015-03-16
2431,971.00,971.00,971.00,971.00,-7.76,-0.79,0.00,2015-03-15
2432,978.00,978.00,978.00,978.00,-5.62,-0.57,0.00,2015-03-12
2433,984.00,984.00,984.00,984.00,-0.37,-0.04,0.00,2015-03-11
2434,984.00,984.00,984.00,984.00,-4.34,-0.44,0.00,2015-03-10
2435,989.00,989.00,989.00,989.00,5.28,0.54,0.00,2015-03-09
2436,983.00,983.00,983.00,983.00,2.07,0.21,0.00,2015-03-04
2437,981.00,981.00,981.00,981.00,-3.43,-0.35,0.00,2015-03-03
2438,985.00,985.00,985.00,985.00,9.18,0.94,0.00,2015-03-02
2439,976.00,976.00,976.00,976.00,-3.60,-0.37,0.00,2015-03-01
2440,979.00,979.00,979.00,979.00,8.65,0.89,0.00,2015-02-26
2441,971.00,971.00,971.00,971.00,-0.15,-0.02,0.00,2015-02-25
2442,971.00,971.00,971.00,971.00,-3.18,-0.33,0.00,2015-02-24
2443,974.00,974.00,974.00,974.00,2.48,0.26,0.00,2015-02-23
2444,971.00,971.00,971.00,971.00,-11.18,-1.14,0.00,2015-02-22
2445,983.00,983.00,983.00,983.00,-4.40,-0.45,0.00,2015-02-18
2446,987.00,987.00,987.00,987.00,-2.82,-0.28,0.00,2015-02-16
2447,990.00,990.00,990.00,990.00,5.36,0.54,0.00,2015-02-15
2448,985.00,985.00,985.00,985.00,3.50,0.36,0.00,2015-02-12
2449,981.00,981.00,981.00,981.00,0.47,0.05,0.00,2015-02-11
2450,981.00,981.00,981.00,981.00,-0.16,-0.02,0.00,2015-02-10
2451,981.00,981.00,981.00,981.00,-5.32,-0.54,0.00,2015-02-09
2452,986.00,986.00,986.00,986.00,1.80,0.18,0.00,2015-02-08
2453,984.00,984.00,984.00,984.00,-2.81,-0.28,0.00,2015-02-05
2454,987.00,987.00,987.00,987.00,-0.52,-0.05,0.00,2015-02-04
2455,988.00,988.00,988.00,988.00,-3.21,-0.32,0.00,2015-02-03
2456,991.00,991.00,991.00,991.00,-0.68,-0.07,0.00,2015-02-02
2457,991.00,991.00,991.00,991.00,4.78,0.48,0.00,2015-02-01
2458,987.00,987.00,987.00,987.00,-1.41,-0.14,0.00,2015-01-29
2459,988.00,988.00,988.00,988.00,12.93,1.33,0.00,2015-01-28
2460,975.00,975.00,975.00,975.00,6.51,0.67,0.00,2015-01-27
2461,969.00,969.00,969.00,969.00,-0.42,-0.04,0.00,2015-01-26
2462,969.00,969.00,969.00,969.00,9.81,1.02,0.00,2015-01-25
2463,959.00,959.00,959.00,959.00,-3.56,-0.37,0.00,2015-01-22
2464,963.00,963.00,963.00,963.00,-12.65,-1.30,0.00,2015-01-20
2465,975.00,975.00,975.00,975.00,30.09,3.18,0.00,2015-01-19
2466,945.00,945.00,945.00,945.00,5.83,0.62,0.00,2015-01-18
2467,940.00,940.00,940.00,940.00,2.05,0.22,0.00,2015-01-14
2468,937.00,937.00,937.00,937.00,9.68,1.04,0.00,2015-01-13
2469,928.00,928.00,928.00,928.00,-0.53,-0.06,0.00,2015-01-12
2470,928.00,928.00,928.00,928.00,-2.64,-0.28,0.00,2015-01-11
2471,931.00,931.00,931.00,931.00,6.43,0.70,0.00,2015-01-08
2472,925.00,925.00,925.00,925.00,7.13,0.78,0.00,2015-01-07
2473,917.00,917.00,917.00,917.00,-2.36,-0.26,0.00,2015-01-06
2474,920.00,920.00,920.00,920.00,2.27,0.25,0.00,2015-01-05
2475,918.00,918.00,918.00,918.00,13.82,1.53,0.00,2015-01-04
2476,904.00,904.00,904.00,904.00,1.35,0.15,0.00,2015-01-01
2477,902.00,902.00,902.00,902.00,-4.90,-0.54,0.00,2014-12-31
2478,907.00,907.00,907.00,907.00,3.51,0.39,0.00,2014-12-29
2479,904.00,904.00,904.00,904.00,15.92,1.79,0.00,2014-12-28
2480,888.00,888.00,888.00,888.00,2.36,0.27,0.00,2014-12-24
2481,877.00,877.00,877.00,877.00,-8.23,-0.93,0.00,2014-12-23
2482,885.00,885.00,885.00,885.00,-11.17,-1.25,0.00,2014-12-22
2483,897.00,897.00,897.00,897.00,-7.28,-0.81,0.00,2014-12-21
2484,904.00,904.00,904.00,904.00,3.49,0.39,0.00,2014-12-18
2485,900.00,900.00,900.00,900.00,-9.80,-1.08,0.00,2014-12-17
2486,910.00,910.00,910.00,910.00,-6.54,-0.71,0.00,2014-12-16
2487,917.00,917.00,917.00,917.00,6.73,0.74,0.00,2014-12-15
2488,910.00,910.00,910.00,910.00,39.38,4.52,0.00,2014-12-14
2489,871.00,871.00,871.00,871.00,15.12,1.77,0.00,2014-12-11
2490,856.00,856.00,856.00,856.00,6.78,0.80,0.00,2014-12-10
2491,849.00,849.00,849.00,849.00,0.32,0.04,0.00,2014-12-09
2492,848.00,848.00,848.00,848.00,-2.49,-0.29,0.00,2014-12-08
2493,851.00,851.00,851.00,851.00,-2.88,-0.34,0.00,2014-12-07
2494,854.00,854.00,854.00,854.00,3.60,0.42,0.00,2014-12-04
2495,850.00,850.00,850.00,850.00,3.75,0.44,0.00,2014-12-03
2496,846.00,846.00,846.00,846.00,-5.02,-0.59,0.00,2014-12-02
2497,851.00,851.00,851.00,851.00,-5.45,-0.64,0.00,2014-12-01
2498,857.00,857.00,857.00,857.00,-6.13,-0.71,0.00,2014-11-30
2499,863.00,863.00,863.00,863.00,-1.30,-0.15,0.00,2014-11-25
2500,864.00,864.00,864.00,864.00,-4.84,-0.56,0.00,2014-11-24
2501,869.00,869.00,869.00,869.00,6.65,0.77,0.00,2014-11-23
2502,863.00,863.00,863.00,863.00,8.55,1.00,0.00,2014-11-20
2503,854.00,854.00,854.00,854.00,9.89,1.17,0.00,2014-11-19
2504,844.00,844.00,844.00,844.00,-4.12,-0.49,0.00,2014-11-18
2505,848.00,848.00,848.00,848.00,-17.98,-2.08,0.00,2014-11-17
2506,866.00,866.00,866.00,866.00,-14.88,-1.69,0.00,2014-11-16
2507,881.00,881.00,881.00,881.00,-3.31,-0.37,0.00,2014-11-13
2508,884.00,884.00,884.00,884.00,-8.17,-0.92,0.00,2014-11-12
2509,893.00,893.00,893.00,893.00,7.78,0.88,0.00,2014-11-11
2510,885.00,885.00,885.00,885.00,-10.67,-1.19,0.00,2014-11-10
2511,895.00,895.00,895.00,895.00,-9.51,-1.05,0.00,2014-11-09
2512,905.00,905.00,905.00,905.00,0.25,0.03,0.00,2014-11-06
2513,905.00,905.00,905.00,905.00,7.21,0.80,0.00,2014-11-05
2514,897.00,897.00,897.00,897.00,-6.57,-0.73,0.00,2014-11-04
2515,904.00,904.00,904.00,904.00,-17.27,-1.87,0.00,2014-11-03
